Studynum,ID,CCAA,multicultural,economy,homosexuals,antiterrorist,decentralization,vote,candidate_IU,candidate_PSOE,candidate_PP,national_id,proud_Spain,weight
2915,126,7,6,5,6,0,2,1,97,6,6,3,3,0.773
2915,127,7,2,5,0,0,2,15,97,6,0,3,1,0.773
2915,128,7,10,5,0,0,1,0,97,0,0,7,4,0.773
2915,129,7,2,5,0,9,1,0,0,10,8,3,1,0.773
2915,130,7,8,98,0,0,3,2,97,7,0,3,1,0.773
2915,131,7,5,2,9,98,3,99,97,5,5,2,2,0.773
2915,132,7,98,8,10,98,8,1,97,1,98,3,1,0.773
2915,133,7,1,7,2,8,1,0,97,8,5,3,1,0.773
2915,134,7,10,0,0,0,3,2,5,7,5,1,1,0.773
2915,135,7,98,5,5,0,3,2,97,8,4,3,1,0.773
2915,136,7,1,6,1,5,1,2,7,6,5,3,2,0.773
2915,137,7,5,4,10,0,8,2,97,7,7,4,1,0.773
2915,138,7,3,2,3,10,4,2,7,8,9,4,2,0.773
2915,139,7,0,0,0,9,4,3,8,5,2,4,3,0.773
2915,140,7,4,4,1,2,3,4,98,5,3,3,2,0.773
2915,141,7,2,1,2,10,5,2,5,7,9,3,4,0.773
2915,142,7,0,5,0,0,3,2,97,7,5,3,2,0.773
2915,145,7,0,4,0,0,1,2,5,6,5,1,1,0.773
2915,146,7,1,6,1,1,1,1,98,0,9,3,1,0.773
2915,148,7,4,6,0,0,3,2,6,4,6,2,2,0.773
2915,150,7,8,7,0,0,3,1,5,5,7,3,1,0.773
2915,151,7,0,9,0,0,3,0,97,5,3,3,2,0.773
2915,152,7,0,4,0,7,3,4,97,5,8,3,1,0.773
2915,154,7,4,7,0,0,3,1,97,4,5,3,2,0.773
2915,155,7,0,10,0,0,1,0,97,3,2,3,8,0.773
2915,157,7,6,5,5,5,3,1,5,4,8,3,2,0.773
2915,159,7,0,7,2,0,3,3,10,8,0,3,2,0.773
2915,160,7,7,3,2,98,3,99,97,6,6,3,2,0.773
2915,162,7,1,0,0,9,2,3,8,2,0,3,3,0.773
2915,163,7,5,5,9,0,8,3,7,5,5,3,1,0.773
2915,165,7,3,4,5,0,3,2,5,5,5,3,2,0.773
2915,166,7,5,5,0,5,3,2,5,6,4,3,1,0.773
2915,168,7,8,5,0,0,1,1,3,3,5,1,1,0.773
2915,169,7,1,5,0,0,3,2,6,6,4,3,2,0.773
2915,170,7,8,4,0,2,1,1,1,0,10,3,2,0.773
2915,172,7,5,5,0,0,3,0,97,5,5,3,2,0.773
2915,173,7,5,1,0,0,3,2,98,6,98,2,1,0.773
2915,174,7,0,5,0,0,3,1,97,5,7,4,2,0.773
2915,175,7,2,99,1,1,3,2,97,8,6,3,1,0.773
2915,176,7,6,6,8,0,1,1,97,0,98,4,1,0.773
2915,177,7,1,5,1,0,2,1,97,3,10,3,3,0.773
2915,178,7,4,3,3,2,2,0,6,7,5,3,2,0.773
2915,179,7,1,3,3,7,2,0,97,6,5,3,1,0.773
2915,180,7,3,2,2,0,2,1,0,3,8,3,1,0.773
2915,181,7,0,6,0,0,3,1,98,8,7,2,1,0.773
2915,182,7,1,5,0,0,4,3,8,6,2,4,4,0.773
2915,183,7,9,99,9,0,1,1,4,0,8,4,1,0.773
2915,184,7,5,10,0,0,2,2,98,7,5,3,2,0.773
2915,185,7,5,7,99,0,3,1,98,8,8,3,1,0.773
2915,186,7,0,0,0,5,1,2,0,5,5,2,1,0.773
2915,187,7,2,3,0,0,2,1,2,3,8,3,1,0.773
2915,188,7,3,3,0,6,2,1,0,5,7,3,1,0.773
2915,189,7,2,2,0,5,9,77,7,8,4,3,1,0.773
2915,190,7,0,8,5,10,1,1,4,7,8,3,1,0.773
2915,192,7,0,7,8,0,2,0,5,5,4,3,1,0.773
2915,193,7,5,6,2,6,3,1,5,5,5,3,1,0.773
2915,194,7,1,0,0,2,2,3,8,7,6,3,2,0.773
2915,195,7,0,8,0,2,3,0,2,6,4,3,3,0.773
2915,196,10,5,7,5,4,3,1,6,7,9,1,2,1.3591
2915,197,10,5,8,0,7,3,2,1,4,2,3,2,1.3591
2915,198,10,6,5,6,5,3,99,4,6,6,3,3,1.3591
2915,199,10,6,6,5,5,3,1,6,7,8,3,2,1.3591
2915,200,10,6,6,5,4,3,1,6,5,9,3,2,1.3591
2915,201,10,6,5,4,5,2,4,6,7,7,3,2,1.3591
2915,202,10,5,5,4,5,3,1,4,6,9,3,2,1.3591
2915,203,10,5,5,4,5,3,2,6,8,4,3,2,1.3591
2915,204,10,4,7,2,7,3,1,5,5,8,4,2,1.3591
2915,206,10,6,6,5,4,3,99,2,4,5,3,2,1.3591
2915,207,10,5,6,5,5,3,1,5,5,10,3,3,1.3591
2915,209,10,6,7,6,7,2,1,4,6,8,3,2,1.3591
2915,211,10,5,10,10,0,3,1,6,4,10,1,2,1.3591
2915,213,10,6,7,6,7,3,1,6,5,8,3,2,1.3591
2915,214,10,6,7,5,6,3,1,97,8,7,2,2,1.3591
2915,215,10,5,6,6,5,3,1,1,5,8,3,2,1.3591
2915,216,10,5,6,5,5,2,0,97,6,6,4,2,1.3591
2915,217,10,6,6,6,6,3,2,6,6,9,3,1,1.3591
2915,219,10,6,6,5,7,3,2,6,7,6,3,2,1.3591
2915,221,10,5,6,5,5,3,1,5,6,8,3,2,1.3591
2915,222,10,6,7,7,7,3,1,5,6,8,3,2,1.3591
2915,223,10,5,6,5,6,3,0,4,5,5,3,2,1.3591
2915,224,10,7,7,6,5,2,1,1,6,8,3,2,1.3591
2915,226,10,6,6,5,6,3,1,4,8,6,3,2,1.3591
2915,227,10,6,5,4,6,3,1,97,5,5,3,2,1.3591
2915,228,10,5,6,5,4,3,1,97,4,8,3,3,1.3591
2915,229,10,5,6,5,6,3,11,5,6,7,3,2,1.3591
2915,230,10,8,10,10,0,3,99,97,5,5,2,1,1.3591
2915,232,10,10,6,8,3,2,1,2,4,6,2,3,1.3591
2915,234,10,4,7,6,2,3,1,3,9,6,2,1,1.3591
2915,236,10,0,3,0,9,3,0,3,6,6,2,2,1.3591
2915,238,10,4,2,0,0,1,2,4,5,4,3,2,1.3591
2915,239,10,5,8,10,98,3,0,97,5,5,3,1,1.3591
2915,240,10,4,7,0,0,2,0,97,3,3,2,2,1.3591
2915,241,10,2,3,0,0,2,0,1,7,7,4,2,1.3591
2915,243,10,5,10,3,4,3,97,5,2,3,3,3,1.3591
2915,245,10,2,1,6,4,3,2,5,10,0,3,2,1.3591
2915,246,10,3,3,3,5,2,0,3,5,5,2,1,1.3591
2915,247,10,4,6,2,0,3,99,97,5,6,3,2,1.3591
2915,248,10,1,1,0,9,4,3,7,6,4,4,3,1.3591
2915,250,10,2,10,0,0,2,99,0,0,0,2,2,1.3591
2915,251,10,3,6,2,3,2,99,2,6,7,4,2,1.3591
2915,255,10,4,5,3,4,2,0,6,6,7,2,1,1.3591
2915,256,10,4,2,8,3,4,0,97,3,4,4,3,1.3591
2915,258,10,3,4,2,5,2,99,4,5,7,2,2,1.3591
2915,259,10,0,0,0,4,1,15,5,2,0,3,3,1.3591
2915,260,10,8,9,10,0,2,1,0,3,6,2,2,1.3591
2915,261,10,1,2,0,10,3,2,6,6,1,1,1,1.3591
2915,262,10,0,0,1,9,3,2,97,7,3,1,1,1.3591
2915,263,10,1,1,8,2,2,1,97,6,5,3,1,1.3591
2915,264,10,9,9,0,0,1,77,97,7,5,1,1,1.3591
2915,265,10,9,1,1,10,1,15,5,0,0,1,1,1.3591
2915,266,10,2,0,0,3,2,2,98,6,3,1,1,1.3591
2915,267,10,9,1,10,0,1,1,4,0,10,1,1,1.3591
2915,268,10,6,9,9,0,3,15,97,4,0,1,1,1.3591
2915,270,10,2,10,5,8,3,1,97,3,10,1,1,1.3591
2915,271,10,5,9,0,2,1,0,98,5,6,1,1,1.3591
2915,272,10,1,6,3,2,3,2,98,10,0,1,1,1.3591
2915,273,10,2,2,10,1,1,1,6,10,10,1,1,1.3591
2915,274,10,8,8,9,1,3,1,97,0,10,1,1,1.3591
2915,275,10,5,1,2,0,2,3,8,3,3,1,1,1.3591
2915,276,10,5,10,0,98,2,1,1,98,98,1,1,1.3591
2915,277,10,7,5,9,2,1,1,98,0,10,1,1,1.3591
2915,279,10,5,5,9,0,1,1,0,0,6,1,1,1.3591
2915,280,10,8,5,2,1,1,1,97,98,98,3,1,1.3591
2915,281,10,5,0,0,7,2,4,3,7,3,1,1,1.3591
2915,282,10,10,10,5,5,2,1,97,0,10,1,1,1.3591
2915,283,10,2,3,4,6,3,0,97,98,98,1,1,1.3591
2915,284,10,5,5,2,0,3,1,5,0,10,1,1,1.3591
2915,285,10,3,5,10,0,3,1,97,8,7,3,1,1.3591
2915,286,10,2,5,9,5,3,0,97,98,98,1,1,1.3591
2915,287,10,3,4,3,2,3,1,97,0,8,1,1,1.3591
2915,288,10,0,3,0,0,3,0,5,8,6,3,1,1.3591
2915,289,10,3,7,9,2,1,1,98,0,10,1,1,1.3591
2915,290,10,10,10,5,0,1,4,0,0,0,1,1,1.3591
2915,291,10,5,0,0,0,3,2,5,8,8,3,1,1.3591
2915,292,10,4,6,7,0,3,1,97,0,10,1,1,1.3591
2915,293,10,8,1,9,1,1,1,3,1,7,1,1,1.3591
2915,294,10,2,1,0,0,3,2,5,7,6,1,1,1.3591
2915,297,10,3,3,7,2,3,2,97,9,6,1,1,1.3591
2915,298,10,6,2,7,1,3,1,97,0,7,1,1,1.3591
2915,299,10,4,5,1,0,3,15,97,5,5,3,1,1.3591
2915,300,10,2,1,2,1,3,1,3,7,6,1,1,1.3591
2915,302,10,10,3,3,0,1,1,97,0,7,2,1,1.3591
2915,303,10,6,5,99,2,1,4,4,2,2,2,2,1.3591
2915,304,10,5,5,6,5,3,4,98,5,6,7,9,1.3591
2915,305,10,9,0,0,98,3,1,97,7,8,1,1,1.3591
2915,308,10,6,4,6,6,3,1,97,5,5,3,1,1.3591
2915,309,10,7,7,3,98,8,99,97,97,97,3,1,1.3591
2915,310,10,8,7,5,7,8,1,97,0,10,2,1,1.3591
2915,312,10,6,5,0,5,1,0,98,98,98,1,1,1.3591
2915,313,10,7,7,6,2,1,0,98,4,4,1,1,1.3591
2915,314,10,2,4,10,0,3,1,3,3,5,1,1,1.3591
2915,315,10,1,98,10,1,1,0,98,98,98,1,1,1.3591
2915,316,10,2,2,2,1,3,2,5,4,5,3,1,1.3591
2915,318,10,5,4,3,2,3,0,1,0,0,1,1,1.3591
2915,319,10,8,10,10,5,4,99,5,5,8,2,1,1.3591
2915,325,10,3,7,3,6,2,1,4,6,7,1,1,1.3591
2915,326,10,0,4,0,2,2,0,97,3,6,3,3,1.3591
2915,327,10,6,2,0,0,3,3,10,3,3,2,1,1.3591
2915,328,10,3,4,4,1,3,3,9,5,6,2,1,1.3591
2915,329,10,5,98,5,0,1,99,98,1,5,1,1,1.3591
2915,330,10,4,4,1,1,3,1,3,4,5,3,1,1.3591
2915,331,10,7,4,1,6,1,3,7,4,4,7,1,1.3591
2915,332,10,5,6,5,6,3,1,2,0,9,3,1,1.3591
2915,334,10,7,4,10,0,3,2,3,10,3,1,1,1.3591
2915,335,10,6,7,5,7,3,0,98,0,7,1,1,1.3591
2915,336,10,5,5,0,0,3,4,7,4,4,3,1,1.3591
2915,337,10,7,7,10,0,1,0,0,5,5,3,1,1.3591
2915,338,10,2,3,1,0,3,1,3,4,5,1,1,1.3591
2915,340,10,3,3,2,8,1,3,4,0,0,1,1,1.3591
2915,341,10,3,8,8,0,1,1,3,1,6,2,2,1.3591
2915,342,10,6,3,5,3,3,2,98,7,1,1,1,1.3591
2915,343,10,2,5,3,4,1,0,98,8,2,7,2,1.3591
2915,345,10,3,4,2,6,3,2,4,5,5,3,1,1.3591
2915,347,10,0,98,10,6,1,1,1,3,7,2,2,1.3591
2915,348,10,5,98,8,98,8,0,97,97,98,1,1,1.3591
2915,349,10,2,5,98,0,3,1,2,2,6,1,2,1.3591
2915,350,10,5,4,2,0,3,2,5,10,0,1,1,1.3591
2915,351,10,6,6,2,1,2,99,3,3,3,1,1,1.3591
2915,352,10,6,6,5,1,3,1,1,3,6,3,1,1.3591
2915,354,10,2,5,10,0,3,0,0,0,0,1,2,1.3591
2915,355,10,2,7,7,2,3,1,5,4,6,3,1,1.3591
2915,357,10,3,9,8,8,3,2,5,9,3,3,1,1.3591
2915,358,10,4,4,4,9,3,2,3,6,4,3,1,1.3591
2915,359,10,4,4,1,5,2,2,3,6,4,3,1,1.3591
2915,360,10,4,5,7,0,2,1,3,2,6,2,1,1.3591
2915,361,10,4,6,98,6,3,99,5,6,6,1,1,1.3591
2915,362,10,98,4,10,1,8,2,97,5,5,2,1,1.3591
2915,363,10,6,7,5,0,1,0,8,0,5,1,2,1.3591
2915,364,10,5,7,6,5,3,1,5,6,9,3,2,1.3591
2915,365,10,5,5,4,7,3,1,1,6,8,3,2,1.3591
2915,366,10,7,5,6,5,2,12,97,98,98,3,2,1.3591
2915,367,10,5,6,5,6,3,3,4,3,4,4,2,1.3591
2915,368,10,6,6,6,5,3,1,5,7,8,3,2,1.3591
2915,369,10,6,6,5,6,3,2,1,6,2,3,2,1.3591
2915,370,10,5,7,6,7,3,3,9,6,7,3,2,1.3591
2915,371,10,6,5,6,5,3,97,6,5,5,1,2,1.3591
2915,372,10,5,6,5,8,3,4,0,0,0,3,3,1.3591
2915,374,10,7,8,9,0,3,1,0,0,8,1,1,1.3591
2915,375,10,6,0,0,6,3,2,5,7,5,3,1,1.3591
2915,376,10,5,6,6,0,3,1,4,4,6,1,1,1.3591
2915,378,10,2,4,0,0,3,2,5,5,1,3,1,1.3591
2915,379,10,2,3,1,6,3,2,8,9,7,3,1,1.3591
2915,380,10,3,8,5,1,2,4,98,4,5,1,1,1.3591
2915,381,10,4,3,2,0,1,0,1,4,5,3,1,1.3591
2915,382,10,98,98,5,1,8,99,97,5,5,3,1,1.3591
2915,383,10,7,3,0,2,3,0,4,5,5,1,2,1.3591
2915,384,10,6,4,3,2,1,2,5,5,2,3,1,1.3591
2915,385,10,2,4,10,0,2,1,5,4,6,1,1,1.3591
2915,386,10,6,4,3,5,3,3,7,6,3,3,1,1.3591
2915,388,10,98,5,9,5,1,99,3,5,5,3,1,1.3591
2915,389,10,7,98,1,0,3,1,0,0,7,1,1,1.3591
2915,390,10,7,98,7,2,1,1,0,1,9,3,1,1.3591
2915,391,10,3,4,6,1,3,1,3,3,5,3,1,1.3591
2915,392,10,3,4,6,6,3,4,5,3,3,1,1,1.3591
2915,393,10,6,7,2,6,3,1,98,5,6,1,1,1.3591
2915,396,1,1,5,0,0,1,1,0,0,4,1,2,0.7607
2915,397,1,2,5,5,6,3,2,98,10,0,3,2,0.7607
2915,399,1,5,3,0,3,1,1,3,4,4,3,1,0.7607
2915,400,1,2,5,0,10,5,97,3,0,0,7,2,0.7607
2915,401,1,7,2,0,8,3,15,2,7,5,3,1,0.7607
2915,402,1,0,0,10,10,2,99,97,4,98,3,1,0.7607
2915,404,1,5,5,5,0,4,1,97,3,6,3,1,0.7607
2915,405,1,6,5,0,0,3,2,6,6,0,1,1,0.7607
2915,406,1,0,7,10,0,1,1,0,6,6,1,1,0.7607
2915,407,1,5,5,8,5,3,97,97,98,98,4,1,0.7607
2915,409,1,1,8,0,0,8,3,97,5,0,3,1,0.7607
2915,410,1,2,5,8,2,1,2,97,10,0,4,1,0.7607
2915,412,1,6,5,5,0,3,1,97,2,10,3,1,0.7607
2915,413,1,7,6,2,4,4,4,97,5,5,3,2,0.7607
2915,415,1,10,5,10,0,3,1,97,98,98,3,1,0.7607
2915,416,1,5,5,0,8,5,2,3,7,4,3,1,0.7607
2915,417,1,3,4,0,3,3,2,7,9,9,4,2,0.7607
2915,418,1,9,99,10,0,2,1,1,0,5,3,1,0.7607
2915,419,1,2,4,0,5,3,2,6,8,5,3,2,0.7607
2915,420,1,0,5,0,0,1,0,97,97,97,3,1,0.7607
2915,421,1,5,3,1,9,3,2,5,10,0,3,1,0.7607
2915,422,1,2,98,98,0,4,2,7,10,0,2,1,0.7607
2915,423,1,5,5,5,4,3,2,5,7,4,3,2,0.7607
2915,424,1,7,5,10,98,3,1,97,98,98,3,1,0.7607
2915,425,1,5,5,5,0,1,1,98,98,98,3,2,0.7607
2915,426,1,6,5,10,2,1,1,97,0,10,2,1,0.7607
2915,427,1,5,3,2,7,2,1,6,6,7,1,2,0.7607
2915,429,1,1,3,10,7,3,2,6,9,5,3,2,0.7607
2915,430,1,10,5,10,0,1,1,5,6,8,3,1,0.7607
2915,431,1,7,5,7,98,3,2,97,7,5,3,1,0.7607
2915,432,1,10,10,10,0,3,99,5,10,0,3,1,0.7607
2915,433,1,0,5,0,5,3,2,6,9,2,7,1,0.7607
2915,434,1,10,98,1,98,8,99,97,98,98,3,2,0.7607
2915,435,1,0,2,0,8,3,1,5,2,9,3,1,0.7607
2915,436,1,10,6,0,0,2,2,97,5,5,3,1,0.7607
2915,437,1,8,2,0,2,3,1,97,0,10,3,1,0.7607
2915,438,1,10,98,1,0,3,1,97,0,0,3,2,0.7607
2915,439,1,1,8,1,1,3,0,97,0,0,3,2,0.7607
2915,440,1,3,5,0,98,3,1,97,4,6,3,1,0.7607
2915,441,1,10,10,0,0,1,0,97,8,5,4,1,0.7607
2915,442,1,3,4,0,2,3,1,97,4,6,3,2,0.7607
2915,443,1,8,8,2,5,3,2,97,5,5,3,1,0.7607
2915,444,1,2,2,0,0,3,0,8,5,5,1,1,0.7607
2915,445,1,10,7,1,1,1,0,97,10,0,3,1,0.7607
2915,446,1,2,6,0,8,3,0,97,98,98,4,1,0.7607
2915,447,1,8,5,6,2,2,0,7,2,9,1,2,0.7607
2915,450,1,7,5,0,2,2,2,6,6,6,3,1,0.7607
2915,451,1,7,7,2,2,8,0,97,10,5,3,2,0.7607
2915,453,1,8,2,0,10,2,1,9,9,9,3,2,0.7607
2915,454,1,9,2,9,1,2,1,98,0,10,3,1,0.7607
2915,455,1,9,5,5,0,3,1,97,5,7,3,2,0.7607
2915,456,1,8,5,5,0,1,4,2,4,2,3,2,0.7607
2915,457,1,8,5,98,0,3,2,98,10,2,3,2,0.7607
2915,458,1,5,1,0,0,2,0,97,3,5,9,9,0.7607
2915,459,1,7,6,5,0,1,1,1,4,6,2,2,0.7607
2915,460,1,10,0,5,5,8,1,2,1,10,3,1,0.7607
2915,461,1,6,5,5,2,3,2,97,5,5,4,2,0.7607
2915,462,1,3,2,1,7,2,2,6,7,4,2,2,0.7607
2915,463,1,3,7,2,3,3,1,97,5,5,3,2,0.7607
2915,464,1,6,5,2,2,3,2,6,6,6,3,1,0.7607
2915,467,1,4,8,5,0,2,1,97,0,5,3,1,0.7607
2915,468,1,8,4,5,98,4,1,97,98,98,3,1,0.7607
2915,469,1,8,5,2,1,1,1,97,0,10,1,1,0.7607
2915,470,1,10,5,0,0,4,2,97,5,0,3,1,0.7607
2915,471,1,5,3,1,0,2,97,97,6,3,3,1,0.7607
2915,472,1,5,5,5,5,3,1,97,4,6,4,2,0.7607
2915,473,1,5,1,1,0,2,2,5,8,4,7,8,0.7607
2915,474,1,1,1,10,9,2,1,97,5,10,3,1,0.7607
2915,476,1,3,2,1,7,2,1,98,8,9,3,1,0.7607
2915,477,1,98,98,98,98,3,99,0,0,98,3,1,0.7607
2915,478,1,5,5,0,10,4,2,97,10,9,3,2,0.7607
2915,479,1,5,2,0,0,3,1,98,0,5,3,1,0.7607
2915,482,1,10,10,0,0,1,1,97,0,5,1,2,0.7607
2915,483,1,5,4,5,6,3,99,97,7,2,3,1,0.7607
2915,484,1,2,0,0,9,1,2,97,10,0,3,1,0.7607
2915,485,1,5,5,1,9,1,3,8,7,5,3,1,0.7607
2915,487,1,7,6,0,1,1,99,97,98,98,3,1,0.7607
2915,488,1,5,5,5,0,4,1,98,5,5,3,1,0.7607
2915,489,1,6,3,2,7,3,1,5,4,4,3,2,0.7607
2915,492,1,5,5,5,8,1,4,97,5,0,1,1,0.7607
2915,493,1,2,0,0,9,3,4,7,5,7,3,2,0.7607
2915,494,1,5,1,1,8,2,2,2,7,4,2,2,0.7607
2915,495,1,0,1,5,0,3,99,5,5,5,3,1,0.7607
2915,496,1,2,2,1,5,3,2,98,7,7,3,2,0.7607
2915,497,1,2,2,2,7,4,2,4,8,3,3,2,0.7607
2915,498,1,6,2,0,9,3,4,2,2,2,3,1,0.7607
2915,499,1,5,5,3,10,4,0,97,6,8,4,2,0.7607
2915,500,1,8,5,10,0,1,1,0,0,6,2,1,0.7607
2915,501,1,8,5,5,2,3,1,97,5,10,3,1,0.7607
2915,502,1,2,3,7,7,3,99,98,8,8,3,1,0.7607
2915,503,1,5,5,1,1,2,1,97,6,7,1,1,0.7607
2915,504,1,2,4,0,4,3,0,98,98,98,4,2,0.7607
2915,506,1,6,9,5,0,3,1,3,5,6,4,2,0.7607
2915,507,1,10,5,0,10,2,2,5,8,7,3,2,0.7607
2915,508,1,2,7,0,0,3,2,6,7,6,3,2,0.7607
2915,509,1,5,5,1,2,1,1,4,0,6,1,2,0.7607
2915,510,1,4,3,5,0,5,0,97,8,0,8,8,0.7607
2915,511,1,0,0,0,2,2,2,4,6,3,3,2,0.7607
2915,513,1,0,0,0,10,3,2,6,7,5,3,2,0.7607
2915,514,1,0,2,0,5,2,11,6,4,3,7,2,0.7607
2915,515,1,2,2,2,2,1,0,97,0,0,2,2,0.7607
2915,516,1,1,1,5,10,3,11,98,7,6,3,2,0.7607
2915,517,1,4,2,99,2,3,1,97,6,8,2,1,0.7607
2915,518,8,1,2,0,5,3,2,5,7,5,2,1,0.9702
2915,520,8,0,0,0,0,2,1,3,3,6,3,1,0.9702
2915,521,8,5,98,10,98,8,0,97,6,7,3,1,0.9702
2915,522,8,7,10,10,98,8,1,97,6,10,1,1,0.9702
2915,523,8,5,5,10,0,2,1,2,1,6,2,2,0.9702
2915,524,8,1,3,1,0,3,1,98,10,3,3,1,0.9702
2915,527,8,5,99,10,0,8,1,97,8,10,1,1,0.9702
2915,528,8,8,98,10,98,1,1,97,98,98,3,1,0.9702
2915,529,8,10,10,10,0,1,0,97,4,4,1,1,0.9702
2915,530,8,8,9,10,0,8,1,97,0,10,3,1,0.9702
2915,531,8,5,4,7,0,2,1,5,5,6,1,1,0.9702
2915,532,8,3,3,9,3,1,1,2,0,9,1,1,0.9702
2915,533,8,5,5,10,0,4,1,4,5,7,3,2,0.9702
2915,535,8,1,98,1,3,3,1,97,3,8,3,1,0.9702
2915,536,8,10,3,10,98,1,2,97,10,0,1,1,0.9702
2915,537,8,4,4,7,8,3,1,97,5,6,3,2,0.9702
2915,540,8,8,5,0,5,1,0,97,3,1,1,4,0.9702
